text,text_lower,length,digit_count,alphabet_count,is_numeric,is_date,contains_currency,x,y,relative_x,relative_y,width,height,relative_width,relative_height,aspect_ratio,log_area,ocr_confidence,line_number,paragraph_number,block_number,previous_text,previous_x,previous_y,next_text,next_x,next_y,label,document
00,00,2,2,0,1,0,0,1531,1568,0.74755859375,0.765625,38,63,0.0185546875,0.03076171875,0.6031746031746031,7.781138509845015,0.88,3,1,7,175.,1444,1583,3305,707,1602,ITEM_TOTAL,invoice2_tokens.json
3305,3305,4,4,0,1,0,0,707,1602,0.34521484375,0.7822265625,83,38,0.04052734375,0.0185546875,2.1842105263157894,8.056743774975313,0.92,4,1,7,00,1531,1568,hns,815,1606,O,invoice2_tokens.json
HNS,hns,3,0,3,0,0,0,815,1606,0.39794921875,0.7841796875,61,37,0.02978515625,0.01806640625,1.648648648648649,7.722234744709607,0.92,4,1,7,3305,707,1602,an-650m],899,1610,PRODUCT,invoice2_tokens.json
AN-650m],an-650m],8,3,3,0,0,0,899,1610,0.43896484375,0.7861328125,162,39,0.0791015625,0.01904296875,4.153846153846154,8.751316246773456,0.76,4,1,7,hns,815,1606,1,1139,1619,PRODUCT,invoice2_tokens.json
1,1,1,1,0,1,0,0,1139,1619,0.55615234375,0.79052734375,10,34,0.0048828125,0.0166015625,0.2941176470588235,5.831882477283517,0.39,4,1,7,an-650m],899,1610,280.00,1221,1623,QUANTITY,invoice2_tokens.json
280.00,280.00,6,5,0,1,0,1,1221,1623,0.59619140625,0.79248046875,126,41,0.0615234375,0.02001953125,3.073170731707317,8.550047528287184,0.66,4,1,7,1,1139,1619,250.,1437,1635,UNIT_PRICE,invoice2_tokens.json
250.,250.,4,3,0,1,0,0,1437,1635,0.70166015625,0.79833984375,128,39,0.0625,0.01904296875,3.282051282051282,8.51579221050061,0.65,4,1,7,280.00,1221,1623,00,1531,1619,ITEM_TOTAL,invoice2_tokens.json
00,00,2,2,0,1,0,0,1531,1619,0.74755859375,0.79052734375,38,64,0.0185546875,0.03125,0.59375,7.796880342783522,0.88,4,1,7,250.,1437,1635,3306,707,1654,ITEM_TOTAL,invoice2_tokens.json
3306,3306,4,4,0,1,0,0,707,1654,0.34521484375,0.8076171875,82,38,0.0400390625,0.0185546875,2.1578947368421053,8.044626279767337,0.92,5,1,7,00,1531,1619,colgate-120g,814,1658,O,invoice2_tokens.json
COLGATE-120g,colgate-120g,12,3,8,0,0,0,814,1658,0.3974609375,0.8095703125,252,47,0.123046875,0.02294921875,5.361702127659575,9.379661116592883,0.58,5,1,7,3306,707,1654,4,1136,1671,PRODUCT,invoice2_tokens.json
4,4,1,1,0,1,0,0,1136,1671,0.5546875,0.81591796875,11,33,0.00537109375,0.01611328125,0.3333333333333333,5.8971538676367405,0.59,5,1,7,colgate-120g,814,1658,69.,1240,1675,QUANTITY,invoice2_tokens.json
69.,69.,3,2,0,1,0,0,1240,1675,0.60546875,0.81787109375,50,37,0.0244140625,0.01806640625,1.351351351351351,7.523481312573497,0.94,5,1,7,4,1136,1671,00,1308,1679,UNIT_PRICE,invoice2_tokens.json
00,00,2,2,0,1,0,0,1308,1679,0.638671875,0.81982421875,37,36,0.01806640625,0.017578125,1.0277777777777777,7.195187320178709,0.94,5,1,7,69.,1240,1675,69.,1456,1688,UNIT_PRICE,invoice2_tokens.json
69.,69.,3,2,0,1,0,0,1456,1688,0.7109375,0.82421875,50,36,0.0244140625,0.017578125,1.3888888888888888,7.496097345175956,0.95,5,1,7,00,1308,1679,00,1523,1691,ITEM_TOTAL,invoice2_tokens.json
00,00,2,2,0,1,0,0,1523,1691,0.74365234375,0.82568359375,38,35,0.0185546875,0.01708984375,1.0857142857142856,7.193685818395112,0.95,5,1,7,69.,1456,1688,3306,706,1706,ITEM_TOTAL,invoice2_tokens.json
3306,3306,4,4,0,1,0,0,706,1706,0.3447265625,0.8330078125,82,37,0.0400390625,0.01806640625,2.216216216216216,8.017966703493599,0.92,6,1,7,00,1523,1691,lister-500m],812,1710,O,invoice2_tokens.json
LISTER-500m],lister-500m],12,3,7,0,0,0,812,1710,0.396484375,0.8349609375,246,43,0.1201171875,0.02099609375,5.72093023255814,9.266626182986776,0.83,6,1,7,3306,706,1706,2,1132,1722,PRODUCT,invoice2_tokens.json
2,2,1,1,0,1,0,0,1132,1722,0.552734375,0.8408203125,18,34,0.0087890625,0.0166015625,0.5294117647058824,6.418364935936212,0.8,6,1,7,lister-500m],812,1710,"122,60",1220,1726,QUANTITY,invoice2_tokens.json
"122,60","122,60",6,5,0,1,0,0,1220,1726,0.595703125,0.8427734375,122,40,0.0595703125,0.01953125,3.05,8.493105395887147,0.7,6,1,7,2,1132,1722,245.,1431,1738,UNIT_PRICE,invoice2_tokens.json
245.,245.,4,3,0,1,0,0,1431,1738,0.69873046875,0.8486328125,127,39,0.06201171875,0.01904296875,3.2564102564102564,8.507950610049305,0.71,6,1,7,"122,60",1220,1726,00,1520,1722,ITEM_TOTAL,invoice2_tokens.json
00,00,2,2,0,1,0,0,1520,1722,0.7421875,0.8408203125,43,63,0.02099609375,0.03076171875,0.6825396825396826,7.904703913873747,0.93,6,1,7,245.,1431,1738,3307,705,1758,ITEM_TOTAL,invoice2_tokens.json
3307,3307,4,4,0,1,0,0,705,1758,0.34423828125,0.8583984375,82,37,0.0400390625,0.01806640625,2.216216216216216,8.017966703493599,0.92,1,1,8,00,1520,1722,meadows-10g,811,1761,O,invoice2_tokens.json
MEADOWS-10g,meadows-10g,11,2,8,0,0,0,811,1761,0.39599609375,0.85986328125,231,46,0.11279296875,0.0224609375,5.021739130434782,9.271153211372695,0.56,1,1,8,3307,705,1758,2,1130,1773,PRODUCT,invoice2_tokens.json
2,2,1,1,0,1,0,0,1130,1773,0.5517578125,0.86572265625,18,35,0.0087890625,0.01708984375,0.5142857142857142,6.447305862541213,0.87,1,1,8,meadows-10g,811,1761,97,1236,1778,QUANTITY,invoice2_tokens.json
97,97,2,2,0,1,0,0,1236,1778,0.603515625,0.8681640625,49,36,0.02392578125,0.017578125,1.3611111111111112,7.475905969367397,0.9,1,1,8,2,1130,1773,54.,1450,1791,UNIT_PRICE,invoice2_tokens.json
54.,54.,3,2,0,1,0,0,1450,1791,0.7080078125,0.87451171875,49,35,0.02392578125,0.01708984375,1.4,7.447751280047908,0.75,1,1,8,97,1236,1778,00,1514,1793,UNIT_PRICE,invoice2_tokens.json
00,00,2,2,0,1,0,0,1514,1793,0.7392578125,0.87548828125,40,34,0.01953125,0.0166015625,1.1764705882352942,7.215975002651466,0.88,1,1,8,54.,1450,1791,00,1300,1781,ITEM_TOTAL,invoice2_tokens.json
00,00,2,2,0,1,0,0,1300,1781,0.634765625,0.86962890625,40,36,0.01953125,0.017578125,1.1111111111111112,7.273092595999522,0.96,1,1,9,00,1514,1793,4,702,1810,ITEM_TOTAL,invoice2_tokens.json
4,4,1,1,0,1,0,0,702,1810,0.3427734375,0.8837890625,19,34,0.00927734375,0.0166015625,0.5588235294117647,6.472346294500901,0.92,2,1,9,00,1300,1781,cgst@,746,1811,O,invoice2_tokens.json
CGST@,cgst@,5,0,4,0,0,0,746,1811,0.3642578125,0.88427734375,103,37,0.05029296875,0.01806640625,2.783783783783784,8.245909264774093,0.92,2,1,9,4,702,1810,14.00%,876,1814,O,invoice2_tokens.json
14.00%,14.00%,6,4,0,0,0,1,876,1814,0.427734375,0.8857421875,123,39,0.06005859375,0.01904296875,3.1538461538461537,8.47595444339964,0.9,2,1,9,cgst@,746,1811,sgst@,1022,1820,O,invoice2_tokens.json
SGST@,sgst@,5,0,4,0,0,0,1022,1820,0.4990234375,0.888671875,103,38,0.05029296875,0.0185546875,2.710526315789474,8.272570608424903,0.89,2,1,9,14.00%,876,1814,14.,1152,1826,O,invoice2_tokens.json
14.,14.,3,2,0,1,0,0,1152,1826,0.5625,0.8916015625,46,35,0.0224609375,0.01708984375,1.3142857142857145,7.384610383176974,0.94,2,1,9,sgst@,1022,1820,ony,1213,1828,O,invoice2_tokens.json
ony,ony,3,0,3,0,0,0,1213,1828,0.59228515625,0.892578125,60,35,0.029296875,0.01708984375,1.7142857142857142,7.650168700845001,0.39,2,1,9,14.,1152,1826,cess@,1298,1831,O,invoice2_tokens.json
CESS@,cess@,5,0,4,0,0,0,1298,1831,0.6337890625,0.89404296875,103,40,0.05029296875,0.01953125,2.575,8.323851131338817,0.92,2,1,9,ony,1213,1828,"12,",1429,1840,O,invoice2_tokens.json
"12,","12,",3,2,0,1,0,0,1429,1840,0.69775390625,0.8984375,46,36,0.0224609375,0.017578125,1.2777777777777777,7.412764017426562,0.84,2,1,9,cess@,1298,1831,00%,1490,1843,O,invoice2_tokens.json
00%,00%,3,2,0,0,0,0,1490,1843,0.7275390625,0.89990234375,61,35,0.02978515625,0.01708984375,1.7428571428571429,7.666690200080086,0.96,2,1,9,"12,",1429,1840,2202,702,1862,O,invoice2_tokens.json
2202,2202,4,4,0,1,0,0,702,1862,0.3427734375,0.9091796875,82,35,0.0400390625,0.01708984375,2.342857142857143,7.962415680121064,0.93,3,1,9,00%,1490,1843,monste-350ml,809,1864,O,invoice2_tokens.json
MONSTE-350ml,monste-350ml,12,3,8,0,0,0,809,1864,0.39501953125,0.91015625,244,42,0.119140625,0.0205078125,5.809523809523809,9.234935418831563,0.61,3,1,9,2202,702,1862,2,1126,1875,PRODUCT,invoice2_tokens.json
2,2,1,1,0,1,0,0,1126,1875,0.5498046875,0.91552734375,18,34,0.0087890625,0.0166015625,0.5294117647058824,6.418364935936212,0.87,3,1,9,monste-350ml,809,1864,59.00,1232,1879,QUANTITY,invoice2_tokens.json
59.00,59.00,5,4,0,1,0,1,1232,1879,0.6015625,0.91748046875,103,38,0.05029296875,0.0185546875,2.710526315789474,8.272570608424903,0.81,3,1,9,2,1126,1875,118.,1427,1890,UNIT_PRICE,invoice2_tokens.json
118.,118.,4,3,0,1,0,0,1427,1890,0.69677734375,0.9228515625,67,37,0.03271484375,0.01806640625,1.8108108108108107,7.8160138391590275,0.88,3,1,9,59.00,1232,1879,00,1509,1894,ITEM_TOTAL,invoice2_tokens.json
00,00,2,2,0,1,0,0,1509,1894,0.73681640625,0.9248046875,39,35,0.01904296875,0.01708984375,1.1142857142857143,7.219642040130735,0.96,3,1,9,118.,1427,1890,items:,704,1962,ITEM_TOTAL,invoice2_tokens.json
Items:,items:,6,0,5,0,0,0,704,1962,0.34375,0.9580078125,113,37,0.05517578125,0.01806640625,3.054054054054054,8.338544879988579,0.93,1,1,10,00,1509,1894,13,873,1967,O,invoice2_tokens.json
13,13,2,2,0,1,0,0,873,1967,0.42626953125,0.96044921875,36,35,0.017578125,0.01708984375,1.0285714285714285,7.13966033596492,0.93,1,1,10,items:,704,1962,qty:,933,1969,O,invoice2_tokens.json
Qty:,qty:,4,0,3,0,0,0,933,1969,0.45556640625,0.96142578125,74,40,0.0361328125,0.01953125,1.85,7.993282328101591,0.96,1,1,10,13,873,1967,cd,1281,1984,O,invoice2_tokens.json
CD,cd,2,0,2,0,0,0,1281,1984,0.62548828125,0.96875,69,64,0.03369140625,0.03125,1.078125,8.393216011596527,0.33,1,1,10,qty:,933,1969,1347.,1390,1980,O,invoice2_tokens.json
1347.,1347.,5,4,0,1,0,0,1390,1980,0.6787109375,0.966796875,98,68,0.0478515625,0.033203125,1.4411764705882353,8.804625232612809,0.91,1,1,10,cd,1281,1984,16,1506,1995,TOTAL,invoice2_tokens.json
16,16,2,2,0,1,0,0,1506,1995,0.7353515625,0.97412109375,37,34,0.01806640625,0.0166015625,1.088235294117647,7.138073034044347,0.96,1,1,10,1347.,1390,1980,,0,0,TOTAL,invoice2_tokens.json
dajrang,dajrang,7,0,7,0,0,0,273,51,0.2191011235955056,0.022077922077922,286,82,0.2295345104333868,0.0354978354978355,3.4878048780487805,10.062753697461575,0.37,1,1,1,,0,0,kirana,576,69,SUPPLIER,kirana1_tokens.json
Kirana,kirana,6,0,6,0,0,0,576,69,0.4622792937399679,0.0298701298701298,248,70,0.1990369181380417,0.0303030303030303,3.5428571428571427,9.761981590241948,0.91,1,1,1,dajrang,273,51,stores,845,92,SUPPLIER,kirana1_tokens.json
Stores,stores,6,0,6,0,0,0,845,92,0.6781701444622793,0.0398268398268398,229,64,0.1837881219903691,0.0277056277056277,3.578125,9.5926733160273,0.85,1,1,1,kirana,576,69,"4-289/2,",301,137,SUPPLIER,kirana1_tokens.json
"4-289/2,","4-289/2,",8,5,0,0,0,0,301,137,0.2415730337078651,0.0593073593073593,208,56,0.1669341894060995,0.0242424242424242,3.7142857142857135,9.362975618399776,0.74,2,1,1,stores,845,92,navajeevan,540,153,O,kirana1_tokens.json
Navajeevan,navajeevan,10,0,10,0,0,0,540,153,0.4333868378812199,0.0662337662337662,296,61,0.2375601926163724,0.0264069264069264,4.852459016393443,9.80128870021588,0.92,2,1,1,"4-289/2,",301,137,na,866,179,O,kirana1_tokens.json
Na,na,2,0,2,0,0,0,866,179,0.695024077046549,0.0774891774891774,67,42,0.0537720706260032,0.0181818181818181,1.5952380952380951,7.942717540573791,0.96,2,1,1,navajeevan,540,153,7,476,2054,O,kirana1_tokens.json
7,7,1,1,0,1,0,0,476,2054,0.3820224719101123,0.8891774891774892,18,24,0.0144462279293739,0.0103896103896103,0.75,6.07073772800249,0.49,1,1,2,na,866,179,“navajeevan,544,2013,O,kirana1_tokens.json
“Navajeevan,“navajeevan,11,0,10,0,0,0,544,2013,0.4365971107544141,0.8714285714285714,337,85,0.2704654895666131,0.0367965367965368,3.964705882352941,10.262769096339811,0.73,1,1,2,7,476,2054,naga,925,2044,O,kirana1_tokens.json
Naga,naga,4,0,4,0,0,0,925,2044,0.7423756019261637,0.8848484848484849,128,50,0.102728731942215,0.0216450216450216,2.56,8.764209507142004,0.32,1,1,2,“navajeevan,544,2013,agar.,471,2082,O,kirana1_tokens.json
agar.,agar.,5,0,4,0,0,0,471,2082,0.3780096308186196,0.9012987012987012,146,79,0.117174959871589,0.0341991341991342,1.8481012658227849,9.353141170607854,0.8,2,1,2,naga,925,2044,hyderabad,655,2106,O,kirana1_tokens.json
HYDERABAD,hyderabad,9,0,9,0,0,0,655,2106,0.5256821829855538,0.9116883116883115,348,48,0.2792937399678972,0.0207792207792207,7.25,9.723463354790857,0.65,2,1,2,agar.,471,2082,,0,0,O,kirana1_tokens.json
