text,text_lower,length,digit_count,alphabet_count,is_numeric,is_date,contains_currency,x,y,relative_x,relative_y,width,height,relative_width,relative_height,aspect_ratio,log_area,ocr_confidence,line_number,paragraph_number,block_number,previous_text,previous_x,previous_y,next_text,next_x,next_y,label,document,source
70.00,70.00,5,4,0,1,0,1,630,304,0.6969026548672567,0.608,30,9,0.0331858407079646,0.018,3.333333333333333,5.602118820879701,1.0,12,3,1,pcs,514,306,₹70.00,746,304,UNIT_PRICE,invoice_0016.png,synthetic
₹70.00,₹70.00,6,4,0,1,0,1,746,304,0.8252212389380531,0.608,37,9,0.040929203539823,0.018,4.111111111111111,5.811140992976701,1.0,12,3,1,70.00,630,304,subtotal :,603,334,ITEM_TOTAL,invoice_0016.png,synthetic
Subtotal :,subtotal :,10,0,8,0,0,0,603,334,0.6670353982300885,0.668,51,10,0.0564159292035398,0.02,5.1,6.236369590203704,1.0,13,4,1,₹70.00,746,304,rs. 6682.75,790,335,O,invoice_0016.png,synthetic
Rs. 6682.75,rs. 6682.75,11,6,2,0,0,1,790,335,0.8738938053097345,0.67,65,9,0.0719026548672566,0.018,7.222222222222222,6.373319789577012,1.0,13,4,1,subtotal :,603,334,total :,603,356,SUBTOTAL,invoice_0016.png,synthetic
Total :,total :,7,0,5,0,0,0,603,356,0.6670353982300885,0.712,32,10,0.0353982300884955,0.02,3.2,5.771441123130016,1.0,14,4,1,rs. 6682.75,790,335,6682.75,811,357,O,invoice_0016.png,synthetic
6682.75,6682.75,7,6,0,1,0,1,811,357,0.8971238938053098,0.714,44,9,0.0486725663716814,0.018,4.888888888888889,5.983936280687191,1.0,14,4,1,total :,603,356,paid  :,603,379,TOTAL,invoice_0016.png,synthetic
Paid  :,paid  :,7,0,4,0,0,0,603,379,0.6670353982300885,0.758,34,9,0.0376106194690265,0.018,3.7777777777777777,5.726847747587197,1.0,15,4,1,6682.75,811,357,6682.75,811,379,O,invoice_0016.png,synthetic
6682.75,6682.75,7,6,0,1,0,1,811,379,0.8971238938053098,0.758,44,9,0.0486725663716814,0.018,4.888888888888889,5.983936280687191,1.0,15,4,1,paid  :,603,379,,0,0,PAID,invoice_0016.png,synthetic
Metro,metro,5,0,5,0,0,0,319,23,0.4293405114401076,0.0575,49,12,0.0659488559892328,0.03,4.083333333333333,6.3784261836515865,1.0,1,1,1,,0,0,kirana,372,23,SUPPLIER,invoice_0017.png,synthetic
Kirana,kirana,6,0,6,0,0,0,372,23,0.5006729475100942,0.0575,50,12,0.0672947510094212,0.03,4.166666666666667,6.398594934535208,1.0,1,1,1,metro,319,23,"730,",322,45,SUPPLIER,invoice_0017.png,synthetic
"730,","730,",4,3,0,1,0,0,322,45,0.4333781965006729,0.1125,23,10,0.0309555854643337,0.025,2.3,5.442417710521793,1.0,2,1,1,kirana,372,23,gandhi,349,44,O,invoice_0017.png,synthetic
Gandhi,gandhi,6,0,6,0,0,0,349,44,0.4697173620457604,0.11,38,9,0.0511440107671601,0.0225,4.222222222222222,5.83773044716594,1.0,2,1,1,"730,",322,45,nagar,391,45,O,invoice_0017.png,synthetic
Nagar,nagar,5,0,5,0,0,0,391,45,0.5262449528936743,0.1125,32,10,0.0430686406460296,0.025,3.2,5.771441123130016,1.0,2,1,1,gandhi,349,44,to:,47,75,O,invoice_0017.png,synthetic
To:,to:,3,0,2,0,0,0,47,75,0.063257065948856,0.1875,16,8,0.0215343203230148,0.02,2.0,4.859812404361672,1.0,3,2,1,nagar,391,45,rajesh,69,74,O,invoice_0017.png,synthetic
Rajesh,rajesh,6,0,6,0,0,0,69,74,0.0928667563930013,0.185,39,13,0.0524899057873485,0.0325,3.0,6.230481447578482,1.0,3,2,1,to:,47,75,gupta,112,75,CUSTOMER,invoice_0017.png,synthetic
Gupta,gupta,5,0,5,0,0,0,112,75,0.1507402422611036,0.1875,36,12,0.0484522207267833,0.03,3.0,6.07073772800249,1.0,3,2,1,rajesh,69,74,dt.,610,75,CUSTOMER,invoice_0017.png,synthetic
Dt.,dt.,3,0,2,0,0,0,610,75,0.8209959623149394,0.1875,16,8,0.0215343203230148,0.02,2.0,4.859812404361672,1.0,3,2,1,gupta,112,75,09.10.2026,630,75,O,invoice_0017.png,synthetic
09.10.2026,09.10.2026,10,8,0,1,1,1,630,75,0.847913862718708,0.1875,64,9,0.0861372812920592,0.0225,7.111111111111111,6.3578422665081,1.0,3,2,1,dt.,610,75,no:,47,97,DATE,invoice_0017.png,synthetic
No:,no:,3,0,2,0,0,0,47,97,0.063257065948856,0.2425,19,8,0.02557200538358,0.02,2.375,5.030437921392435,1.0,4,2,1,09.10.2026,630,75,inv3067,70,97,O,invoice_0017.png,synthetic
INV3067,inv3067,7,4,3,0,0,0,70,97,0.0942126514131897,0.2425,50,9,0.0672947510094212,0.0225,5.555555555555555,6.111467339502679,1.0,4,2,1,no:,47,97,clinic,47,126,INVOICE_NUMBER,invoice_0017.png,synthetic
Clinic,clinic,6,0,6,0,0,0,47,126,0.063257065948856,0.315,28,9,0.0376850605652759,0.0225,3.111111111111111,5.53338948872752,1.0,5,3,1,inv3067,70,97,plus,79,126,PRODUCT,invoice_0017.png,synthetic
Plus,plus,4,0,4,0,0,0,79,126,0.1063257065948856,0.315,22,9,0.0296096904441453,0.0225,2.4444444444444446,5.293304824724492,1.0,5,3,1,clinic,47,126,80ml,105,126,PRODUCT,invoice_0017.png,synthetic
80ml,80ml,4,2,2,0,0,0,105,126,0.1413189771197846,0.315,27,9,0.0363391655450874,0.0225,3.0,5.497168225293202,1.0,5,3,1,plus,79,126,rs. 362.00,319,127,PRODUCT,invoice_0017.png,synthetic
Rs. 362.00,rs. 362.00,10,5,2,0,0,1,319,127,0.4293405114401076,0.3175,55,8,0.0740242261103634,0.02,6.875,6.089044875446846,1.0,5,3,1,80ml,105,126,1,444,127,UNIT_PRICE,invoice_0017.png,synthetic
1,1,1,1,0,1,0,0,444,127,0.5975773889636609,0.3175,7,8,0.0094212651413189,0.02,0.875,4.04305126783455,1.0,5,3,1,rs. 362.00,319,127,362.00,569,127,QUANTITY,invoice_0017.png,synthetic
362.00,362.00,6,5,0,1,0,1,569,127,0.765814266487214,0.3175,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,5,3,1,1,444,127,dettol,47,148,ITEM_TOTAL,invoice_0017.png,synthetic
Dettol,dettol,6,0,6,0,0,0,47,148,0.063257065948856,0.37,32,9,0.0430686406460296,0.0225,3.555555555555556,5.666426688112432,1.0,6,3,1,362.00,569,127,soap,83,149,PRODUCT,invoice_0017.png,synthetic
Soap,soap,4,0,4,0,0,0,83,149,0.1117092866756393,0.3725,26,10,0.034993270524899,0.025,2.6,5.564520407322694,1.0,6,3,1,dettol,47,148,125g,113,149,PRODUCT,invoice_0017.png,synthetic
125g,125g,4,3,1,0,0,0,113,149,0.152086137281292,0.3725,26,10,0.034993270524899,0.025,2.6,5.564520407322694,1.0,6,3,1,soap,83,149,₹444.50,319,149,PRODUCT,invoice_0017.png,synthetic
₹444.50,₹444.50,7,5,0,1,0,1,319,149,0.4293405114401076,0.3725,43,8,0.0578734858681022,0.02,5.375,5.84354441703136,1.0,6,3,1,125g,113,149,4,444,149,UNIT_PRICE,invoice_0017.png,synthetic
4,4,1,1,0,1,0,0,444,149,0.5975773889636609,0.3725,7,8,0.0094212651413189,0.02,0.875,4.04305126783455,1.0,6,3,1,₹444.50,319,149,"1,778.00",569,149,QUANTITY,invoice_0017.png,synthetic
"1,778.00","1,778.00",8,6,0,1,0,1,569,149,0.765814266487214,0.3725,46,10,0.0619111709286675,0.025,4.6,6.133398042996649,1.0,6,3,1,4,444,149,bru,47,171,ITEM_TOTAL,invoice_0017.png,synthetic
Bru,bru,3,0,3,0,0,0,47,171,0.063257065948856,0.4275,18,8,0.0242261103633916,0.02,2.25,4.976733742420574,1.0,7,3,1,"1,778.00",569,149,coffee,69,170,PRODUCT,invoice_0017.png,synthetic
Coffee,coffee,6,0,6,0,0,0,69,170,0.0928667563930013,0.425,34,9,0.0457604306864064,0.0225,3.7777777777777777,5.726847747587197,1.0,7,3,1,bru,47,171,50g,107,171,PRODUCT,invoice_0017.png,synthetic
50g,50g,3,2,1,0,0,0,107,171,0.1440107671601615,0.4275,19,10,0.02557200538358,0.025,1.9,5.25227342804663,1.0,7,3,1,coffee,69,170,₹202.50,319,171,PRODUCT,invoice_0017.png,synthetic
₹202.50,₹202.50,7,5,0,1,0,1,319,171,0.4293405114401076,0.4275,43,8,0.0578734858681022,0.02,5.375,5.84354441703136,1.0,7,3,1,50g,107,171,1,444,171,UNIT_PRICE,invoice_0017.png,synthetic
1,1,1,1,0,1,0,0,444,171,0.5975773889636609,0.4275,7,8,0.0094212651413189,0.02,0.875,4.04305126783455,1.0,7,3,1,₹202.50,319,171,₹202.50,569,171,QUANTITY,invoice_0017.png,synthetic
₹202.50,₹202.50,7,5,0,1,0,1,569,171,0.765814266487214,0.4275,43,8,0.0578734858681022,0.02,5.375,5.84354441703136,1.0,7,3,1,1,444,171,bingo,47,193,ITEM_TOTAL,invoice_0017.png,synthetic
Bingo,bingo,5,0,5,0,0,0,47,193,0.063257065948856,0.4825,30,10,0.0403768506056527,0.025,3.0,5.707110264748875,1.0,8,3,1,₹202.50,569,171,mad,81,192,PRODUCT,invoice_0017.png,synthetic
Mad,mad,3,0,3,0,0,0,81,192,0.1090174966352624,0.48,24,9,0.0323014804845222,0.0225,2.6666666666666665,5.37989735354046,1.0,8,3,1,bingo,47,193,angles,109,192,PRODUCT,invoice_0017.png,synthetic
Angles,angles,6,0,6,0,0,0,109,192,0.1467025572005383,0.48,35,11,0.0471063257065948,0.0275,3.1818181818181817,5.955837369464831,1.0,8,3,1,mad,81,192,90g,148,193,PRODUCT,invoice_0017.png,synthetic
90g,90g,3,2,1,0,0,0,148,193,0.1991924629878869,0.4825,19,10,0.02557200538358,0.025,1.9,5.25227342804663,1.0,8,3,1,angles,109,192,159.50,319,193,PRODUCT,invoice_0017.png,synthetic
159.50,159.50,6,5,0,1,0,1,319,193,0.4293405114401076,0.4825,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,8,3,1,90g,148,193,0.25,444,193,UNIT_PRICE,invoice_0017.png,synthetic
0.25,0.25,4,3,0,1,0,1,444,193,0.5975773889636609,0.4825,23,8,0.0309555854643337,0.02,2.875,5.220355825078324,1.0,8,3,1,159.50,319,193,39.88,569,193,QUANTITY,invoice_0017.png,synthetic
39.88,39.88,5,4,0,1,0,1,569,193,0.765814266487214,0.4825,30,8,0.0403768506056527,0.02,3.75,5.484796933490655,1.0,8,3,1,0.25,444,193,lux,47,215,ITEM_TOTAL,invoice_0017.png,synthetic
Lux,lux,3,0,3,0,0,0,47,215,0.063257065948856,0.5375,18,8,0.0242261103633916,0.02,2.25,4.976733742420574,1.0,9,3,1,39.88,569,193,soap,69,215,PRODUCT,invoice_0017.png,synthetic
Soap,soap,4,0,4,0,0,0,69,215,0.0928667563930013,0.5375,26,10,0.034993270524899,0.025,2.6,5.564520407322694,1.0,9,3,1,lux,47,215,100g,99,215,PRODUCT,invoice_0017.png,synthetic
100g,100g,4,3,1,0,0,0,99,215,0.1332436069986541,0.5375,26,10,0.034993270524899,0.025,2.6,5.564520407322694,1.0,9,3,1,soap,69,215,345.00,319,215,PRODUCT,invoice_0017.png,synthetic
345.00,345.00,6,5,0,1,0,1,319,215,0.4293405114401076,0.5375,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,9,3,1,100g,99,215,0.5,444,215,UNIT_PRICE,invoice_0017.png,synthetic
0.5,0.5,3,2,0,1,0,0,444,215,0.5975773889636609,0.5375,16,8,0.0215343203230148,0.02,2.0,4.859812404361672,1.0,9,3,1,345.00,319,215,172.50,569,215,QUANTITY,invoice_0017.png,synthetic
172.50,172.50,6,5,0,1,0,1,569,215,0.765814266487214,0.5375,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,9,3,1,0.5,444,215,pond's,47,236,ITEM_TOTAL,invoice_0017.png,synthetic
Pond's,pond's,6,0,5,0,0,0,47,236,0.063257065948856,0.59,35,9,0.0471063257065948,0.0225,3.888888888888889,5.755742213586912,1.0,10,3,1,172.50,569,215,cream,86,237,PRODUCT,invoice_0017.png,synthetic
Cream,cream,5,0,5,0,0,0,86,237,0.1157469717362045,0.5925,34,8,0.0457604306864064,0.02,4.25,5.60947179518496,1.0,10,3,1,pond's,47,236,50g,124,237,PRODUCT,invoice_0017.png,synthetic
50g,50g,3,2,1,0,0,0,124,237,0.1668909825033647,0.5925,19,10,0.02557200538358,0.025,1.9,5.25227342804663,1.0,10,3,1,cream,86,237,416.50,319,237,PRODUCT,invoice_0017.png,synthetic
416.50,416.50,6,5,0,1,0,1,319,237,0.4293405114401076,0.5925,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,10,3,1,50g,124,237,5,444,237,UNIT_PRICE,invoice_0017.png,synthetic
5,5,1,1,0,1,0,0,444,237,0.5975773889636609,0.5925,7,8,0.0094212651413189,0.02,0.875,4.04305126783455,1.0,10,3,1,416.50,319,237,rs. 2082.50,569,237,QUANTITY,invoice_0017.png,synthetic
Rs. 2082.50,rs. 2082.50,11,6,2,0,0,1,569,237,0.765814266487214,0.5925,61,8,0.0820995962314939,0.02,7.625,6.192362489474872,1.0,10,3,1,5,444,237,haldiram,47,258,ITEM_TOTAL,invoice_0017.png,synthetic
Haldiram,haldiram,8,0,8,0,0,0,47,258,0.063257065948856,0.645,48,9,0.0646029609690444,0.0225,5.333333333333333,6.07073772800249,1.0,11,3,1,rs. 2082.50,569,237,bhujia,99,258,PRODUCT,invoice_0017.png,synthetic
Bhujia,bhujia,6,0,6,0,0,0,99,258,0.1332436069986541,0.645,33,11,0.044414535666218,0.0275,3.0,5.8971538676367405,1.0,11,3,1,haldiram,47,258,400g,136,259,PRODUCT,invoice_0017.png,synthetic
400g,400g,4,3,1,0,0,0,136,259,0.1830417227456258,0.6475,26,10,0.034993270524899,0.025,2.6,5.564520407322694,1.0,11,3,1,bhujia,99,258,373.50,319,259,PRODUCT,invoice_0017.png,synthetic
373.50,373.50,6,5,0,1,0,1,319,259,0.4293405114401076,0.6475,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,11,3,1,400g,136,259,2,444,259,UNIT_PRICE,invoice_0017.png,synthetic
2,2,1,1,0,1,0,0,444,259,0.5975773889636609,0.6475,7,8,0.0094212651413189,0.02,0.875,4.04305126783455,1.0,11,3,1,373.50,319,259,747.00,569,259,QUANTITY,invoice_0017.png,synthetic
747.00,747.00,6,5,0,1,0,1,569,259,0.765814266487214,0.6475,36,8,0.0484522207267833,0.02,4.5,5.666426688112432,1.0,11,3,1,2,444,259,sub total :,371,286,ITEM_TOTAL,invoice_0017.png,synthetic
Sub Total :,sub total :,11,0,8,0,0,0,371,286,0.4993270524899058,0.715,54,9,0.0726783310901749,0.0225,6.0,6.18826412308259,1.0,12,4,1,747.00,569,259,₹5384.38,643,287,O,invoice_0017.png,synthetic
₹5384.38,₹5384.38,8,6,0,1,0,1,643,287,0.8654104979811574,0.7175,53,9,0.0713324360699865,0.0225,5.888888888888889,6.169610732491456,1.0,12,4,1,sub total :,371,286,gst 5% :,371,309,SUBTOTAL,invoice_0017.png,synthetic
GST 5% :,gst 5% :,8,1,3,0,0,0,371,309,0.4993270524899058,0.7725,46,8,0.0619111709286675,0.02,5.75,5.910796644040527,1.0,13,4,1,₹5384.38,643,287,269.22,657,309,O,invoice_0017.png,synthetic
269.22,269.22,6,5,0,1,0,1,657,309,0.8842530282637954,0.7725,39,9,0.0524899057873485,0.0225,4.333333333333333,5.863631175598097,1.0,13,4,1,gst 5% :,371,309,net amount :,371,331,O,invoice_0017.png,synthetic
Net Amount :,net amount :,12,0,9,0,0,0,371,331,0.4993270524899058,0.8275,71,8,0.0955585464333782,0.02,8.875,6.343880434126331,1.0,14,4,1,269.22,657,309,₹5653.60,643,331,O,invoice_0017.png,synthetic
₹5653.60,₹5653.60,8,6,0,1,0,1,643,331,0.8654104979811574,0.8275,53,9,0.0713324360699865,0.0225,5.888888888888889,6.169610732491456,1.0,14,4,1,net amount :,371,331,received   :,371,352,TOTAL,invoice_0017.png,synthetic
Received   :,received   :,12,0,8,0,0,0,371,352,0.4993270524899058,0.88,60,9,0.0807537012113055,0.0225,6.666666666666667,6.293419278846481,1.0,15,4,1,₹5653.60,643,331,5653.60,650,353,O,invoice_0017.png,synthetic
5653.60,5653.60,7,6,0,1,0,1,650,353,0.8748317631224765,0.8825,46,9,0.0619111709286675,0.0225,5.111111111111111,6.028278520230698,1.0,15,4,1,received   :,371,352,,0,0,PAID,invoice_0017.png,synthetic
India,india,5,0,5,0,0,0,330,22,0.4336399474375821,0.0479302832244008,40,13,0.052562417871222,0.0283224400871459,3.076923076923077,6.255750041753367,1.0,1,1,1,,0,0,market,374,22,SUPPLIER,invoice_0019.png,synthetic
Market,market,6,0,6,0,0,0,374,22,0.4914586070959264,0.0479302832244008,57,13,0.0749014454664914,0.0283224400871459,4.384615384615385,6.60934924316738,1.0,1,1,1,india,330,22,"573,",331,45,SUPPLIER,invoice_0019.png,synthetic
"573,","573,",4,3,0,1,0,0,331,45,0.4349540078843626,0.0980392156862745,23,10,0.0302233902759526,0.0217864923747276,2.3,5.442417710521793,1.0,2,1,1,market,374,22,gandhi,358,44,O,invoice_0019.png,synthetic
Gandhi,gandhi,6,0,6,0,0,0,358,44,0.4704336399474376,0.0958605664488017,38,9,0.0499342969776609,0.0196078431372549,4.222222222222222,5.83773044716594,1.0,2,1,1,"573,",331,45,nagar,400,45,O,invoice_0019.png,synthetic
Nagar,nagar,5,0,5,0,0,0,400,45,0.5256241787122208,0.0980392156862745,32,10,0.0420499342969776,0.0217864923747276,3.2,5.771441123130016,1.0,2,1,1,gandhi,358,44,to:,39,75,O,invoice_0019.png,synthetic
To:,to:,3,0,2,0,0,0,39,75,0.0512483574244415,0.1633986928104575,16,8,0.0210249671484888,0.0174291938997821,2.0,4.859812404361672,1.0,3,2,1,nagar,400,45,vijay,61,74,O,invoice_0019.png,synthetic
Vijay,vijay,5,0,5,0,0,0,61,74,0.0801576872536136,0.1612200435729847,29,13,0.038107752956636,0.0283224400871459,2.230769230769231,5.934894195619588,1.0,3,2,1,to:,39,75,reddy,94,74,CUSTOMER,invoice_0019.png,synthetic
Reddy,reddy,5,0,5,0,0,0,94,74,0.1235216819973718,0.1612200435729847,37,13,0.0486202365308804,0.0283224400871459,2.8461538461538463,6.1779441140506,1.0,3,2,1,vijay,61,74,dt.,630,75,CUSTOMER,invoice_0019.png,synthetic
Dt.,dt.,3,0,2,0,0,0,630,75,0.8278580814717477,0.1633986928104575,16,8,0.0210249671484888,0.0174291938997821,2.0,4.859812404361672,1.0,3,2,1,reddy,94,74,15 feb 2024,650,74,O,invoice_0019.png,synthetic
15 Feb 2024,15 feb 2024,11,6,3,0,0,0,650,74,0.8541392904073587,0.1612200435729847,70,10,0.0919842312746386,0.0217864923747276,7.0,6.55250788703459,1.0,3,2,1,dt.,630,75,bill no:,39,96,DATE,invoice_0019.png,synthetic
Bill No:,bill no:,8,0,6,0,0,0,39,96,0.0512483574244415,0.2091503267973856,38,9,0.0499342969776609,0.0196078431372549,4.222222222222222,5.83773044716594,1.0,4,2,1,15 feb 2024,650,74,119651,81,97,O,invoice_0019.png,synthetic
119651,119651,6,6,0,1,0,0,81,97,0.1064388961892247,0.2113289760348584,43,9,0.0565045992115637,0.0196078431372549,4.777777777777778,5.961005339623274,1.0,4,2,1,bill no:,39,96,britannia,39,127,INVOICE_NUMBER,invoice_0019.png,synthetic
Britannia,britannia,9,0,9,0,0,0,39,127,0.0512483574244415,0.2766884531590414,48,8,0.0630749014454664,0.0174291938997821,6.0,5.953243334287785,1.0,5,3,1,119651,81,97,good,91,126,PRODUCT,invoice_0019.png,synthetic
Good,good,4,0,4,0,0,0,91,126,0.1195795006570302,0.2745098039215686,29,9,0.038107752956636,0.0196078431372549,3.2222222222222223,5.568344503761097,1.0,5,3,1,britannia,39,127,day,124,127,PRODUCT,invoice_0019.png,synthetic
Day,day,3,0,3,0,0,0,124,127,0.1629434954007884,0.2766884531590414,20,10,0.026281208935611,0.0217864923747276,2.0,5.303304908059076,1.0,5,3,1,good,91,126,200g,148,127,PRODUCT,invoice_0019.png,synthetic
200g,200g,4,3,1,0,0,0,148,127,0.1944809461235216,0.2766884531590414,26,10,0.0341655716162943,0.0217864923747276,2.6,5.564520407322694,1.0,5,3,1,day,124,127,20,325,127,PRODUCT,invoice_0019.png,synthetic
20,20,2,2,0,1,0,0,325,127,0.4270696452036793,0.2766884531590414,13,8,0.0170827858081471,0.0174291938997821,1.625,4.653960350157523,1.0,5,3,1,200g,148,127,box,424,126,QUANTITY,invoice_0019.png,synthetic
box,box,3,0,3,0,0,0,424,126,0.557161629434954,0.2745098039215686,19,9,0.0249671484888304,0.0196078431372549,2.111111111111111,5.147494476813453,1.0,5,3,1,20,325,127,rs. 48.50,523,127,UNIT,invoice_0019.png,synthetic
Rs. 48.50,rs. 48.50,9,4,2,0,0,1,523,127,0.6872536136662286,0.2766884531590414,48,8,0.0630749014454664,0.0174291938997821,6.0,5.953243334287785,1.0,5,3,1,box,424,126,rs. 970.00,622,127,UNIT_PRICE,invoice_0019.png,synthetic
Rs. 970.00,rs. 970.00,10,5,2,0,0,1,622,127,0.8173455978975033,0.2766884531590414,55,8,0.0722733245729303,0.0174291938997821,6.875,6.089044875446846,1.0,5,3,1,rs. 48.50,523,127,amul,39,148,ITEM_TOTAL,invoice_0019.png,synthetic
Amul,amul,4,0,4,0,0,0,39,148,0.0512483574244415,0.3224400871459695,28,9,0.0367936925098554,0.0196078431372549,3.111111111111111,5.53338948872752,1.0,6,3,1,rs. 970.00,622,127,butter,71,149,PRODUCT,invoice_0019.png,synthetic
Butter,butter,6,0,6,0,0,0,71,149,0.0932982917214191,0.3246187363834422,33,8,0.0433639947437582,0.0174291938997821,4.125,5.579729825986222,1.0,6,3,1,amul,39,148,100g,108,149,PRODUCT,invoice_0019.png,synthetic
100g,100g,4,3,1,0,0,0,108,149,0.1419185282522996,0.3246187363834422,26,10,0.0341655716162943,0.0217864923747276,2.6,5.564520407322694,1.0,6,3,1,butter,71,149,0.5,325,149,PRODUCT,invoice_0019.png,synthetic
0.5,0.5,3,2,0,1,0,0,325,149,0.4270696452036793,0.3246187363834422,16,8,0.0210249671484888,0.0174291938997821,2.0,4.859812404361672,1.0,6,3,1,100g,108,149,pack,424,148,QUANTITY,invoice_0019.png,synthetic
pack,pack,4,0,4,0,0,0,424,148,0.557161629434954,0.3224400871459695,24,11,0.0315374507227332,0.0239651416122004,2.1818181818181817,5.579729825986222,1.0,6,3,1,0.5,325,149,296.50,523,149,UNIT,invoice_0019.png,synthetic
296.50,296.50,6,5,0,1,0,1,523,149,0.6872536136662286,0.3246187363834422,36,8,0.0473061760840998,0.0174291938997821,4.5,5.666426688112432,1.0,6,3,1,pack,424,148,148.25,622,149,UNIT_PRICE,invoice_0019.png,synthetic
148.25,148.25,6,5,0,1,0,1,622,149,0.8173455978975033,0.3246187363834422,36,8,0.0473061760840998,0.0174291938997821,4.5,5.666426688112432,1.0,6,3,1,296.50,523,149,tide,39,170,ITEM_TOTAL,invoice_0019.png,synthetic
Tide,tide,4,0,4,0,0,0,39,170,0.0512483574244415,0.3703703703703703,23,9,0.0302233902759526,0.0196078431372549,2.555555555555556,5.337538079701318,1.0,7,3,1,148.25,622,149,powder,66,170,PRODUCT,invoice_0019.png,synthetic
Powder,powder,6,0,6,0,0,0,66,170,0.0867279894875164,0.3703703703703703,41,9,0.0538764783180026,0.0196078431372549,4.555555555555555,5.91350300563827,1.0,7,3,1,tide,39,170,1kg,111,170,PRODUCT,invoice_0019.png,synthetic
1kg,1kg,3,1,2,0,0,0,111,170,0.1458607095926412,0.3703703703703703,19,11,0.0249671484888304,0.0239651416122004,1.7272727272727273,5.3471075307174685,1.0,7,3,1,powder,66,170,6,325,171,PRODUCT,invoice_0019.png,synthetic
6,6,1,1,0,1,0,0,325,171,0.4270696452036793,0.3725490196078431,7,8,0.0091984231274638,0.0174291938997821,0.875,4.04305126783455,1.0,7,3,1,1kg,111,170,pack,424,170,QUANTITY,invoice_0019.png,synthetic
pack,pack,4,0,4,0,0,0,424,170,0.557161629434954,0.3703703703703703,24,11,0.0315374507227332,0.0239651416122004,2.1818181818181817,5.579729825986222,1.0,7,3,1,6,325,171,₹436.00,523,171,UNIT,invoice_0019.png,synthetic
₹436.00,₹436.00,7,5,0,1,0,1,523,171,0.6872536136662286,0.3725490196078431,43,8,0.0565045992115637,0.0174291938997821,5.375,5.84354441703136,1.0,7,3,1,pack,424,170,₹2616.00,622,171,UNIT_PRICE,invoice_0019.png,synthetic
₹2616.00,₹2616.00,8,6,0,1,0,1,622,171,0.8173455978975033,0.3725490196078431,49,8,0.064388961892247,0.0174291938997821,6.125,5.973809611869261,1.0,7,3,1,₹436.00,523,171,sunfeast,39,192,ITEM_TOTAL,invoice_0019.png,synthetic
Sunfeast,sunfeast,8,0,8,0,0,0,39,192,0.0512483574244415,0.4183006535947712,45,9,0.0591327201051248,0.0196078431372549,5.0,6.0063531596017325,1.0,8,3,1,₹2616.00,622,171,dark,88,192,PRODUCT,invoice_0019.png,synthetic
Dark,dark,4,0,4,0,0,0,88,192,0.1156373193166885,0.4183006535947712,25,9,0.0328515111695138,0.0196078431372549,2.7777777777777777,5.420534999272286,1.0,8,3,1,sunfeast,39,192,fantasy,117,193,PRODUCT,invoice_0019.png,synthetic
Fantasy,fantasy,7,0,7,0,0,0,117,193,0.1537450722733245,0.420479302832244,40,10,0.052562417871222,0.0217864923747276,4.0,5.993961427306569,1.0,8,3,1,dark,88,192,300g,161,193,PRODUCT,invoice_0019.png,synthetic
300g,300g,4,3,1,0,0,0,161,193,0.2115637319316688,0.420479302832244,26,10,0.0341655716162943,0.0217864923747276,2.6,5.564520407322694,1.0,8,3,1,fantasy,117,193,1.5,325,193,PRODUCT,invoice_0019.png,synthetic
1.5,1.5,3,2,0,1,0,0,325,193,0.4270696452036793,0.420479302832244,16,8,0.0210249671484888,0.0174291938997821,2.0,4.859812404361672,1.0,8,3,1,300g,161,193,box,424,192,QUANTITY,invoice_0019.png,synthetic
box,box,3,0,3,0,0,0,424,192,0.557161629434954,0.4183006535947712,19,9,0.0249671484888304,0.0196078431372549,2.111111111111111,5.147494476813453,1.0,8,3,1,1.5,325,193,390.50,523,193,UNIT,invoice_0019.png,synthetic
390.50,390.50,6,5,0,1,0,1,523,193,0.6872536136662286,0.420479302832244,36,8,0.0473061760840998,0.0174291938997821,4.5,5.666426688112432,1.0,8,3,1,box,424,192,585.75,622,193,UNIT_PRICE,invoice_0019.png,synthetic
585.75,585.75,6,5,0,1,0,1,622,193,0.8173455978975033,0.420479302832244,36,8,0.0473061760840998,0.0174291938997821,4.5,5.666426688112432,1.0,8,3,1,390.50,523,193,bru,39,215,ITEM_TOTAL,invoice_0019.png,synthetic
Bru,bru,3,0,3,0,0,0,39,215,0.0512483574244415,0.4684095860566449,18,8,0.0236530880420499,0.0174291938997821,2.25,4.976733742420574,1.0,9,3,1,585.75,622,193,coffee,61,214,PRODUCT,invoice_0019.png,synthetic
Coffee,coffee,6,0,6,0,0,0,61,214,0.0801576872536136,0.4662309368191721,34,9,0.0446780551905387,0.0196078431372549,3.7777777777777777,5.726847747587197,1.0,9,3,1,bru,39,215,50g,99,215,PRODUCT,invoice_0019.png,synthetic
50g,50g,3,2,1,0,0,0,99,215,0.1300919842312746,0.4684095860566449,19,10,0.0249671484888304,0.0217864923747276,1.9,5.25227342804663,1.0,9,3,1,coffee,61,214,1,325,215,PRODUCT,invoice_0019.png,synthetic
